Building_Age,Number_of_Floors,Total_Area,Number_of_Windows,Insulation_Type,Heating_System,Cooling_System,Energy_Consumption
29,26,16416,143,Mineral Wool,Forced Air,Window Units,978286.91
58,4,11698,402,Spray Foam,Heat Pump,Evaporative,863907.93
93,1,85061,54,Spray Foam,Boiler,Heat Pump,5576613.31
73,23,3617,425,Spray Foam,Geothermal,Heat Pump,289192.24
9,42,38424,322,Mineral Wool,Heat Pump,Window Units,1180253.42
67,10,75265,271,Mineral Wool,Geothermal,Window Units,5528886.94
6,27,40834,424,Polyurethane,Boiler,Heat Pump,1349025.1
66,20,51947,13,Fiberglass,Heat Pump,Evaporative,3963393.57
5,29,14347,18,Spray Foam,Radiant,Window Units,228973.43
58,17,63375,124,Cellulose,Heat Pump,None,3137979.37
12,15,22472,421,Mineral Wool,Geothermal,Central AC,959284.17
28,28,80350,374,Polyurethane,Radiant,Central AC,4269886.35
69,29,85039,441,Polyurethane,Geothermal,Heat Pump,4526225.54
52,47,8252,315,Cellulose,Radiant,Evaporative,161042.07
97,39,8045,104,Fiberglass,Boiler,Central AC,618477.79
92,28,79061,396,Spray Foam,Heat Pump,Window Units,966943.69
15,33,93984,333,Spray Foam,Boiler,Window Units,2267539.55
79,40,15786,418,Fiberglass,Radiant,Evaporative,1150724.92
15,25,71622,48,Cellulose,Boiler,Window Units,2509203.55
11,21,74039,401,Polyurethane,Boiler,Evaporative,1782014.52
86,46,25803,359,Mineral Wool,Boiler,Evaporative,1078220.19
75,24,7474,369,Spray Foam,Radiant,Central AC,327009.75
10,24,1158,417,Polyurethane,Radiant,None,40869.38
47,4,82142,282,Fiberglass,Heat Pump,Window Units,2600105.46
85,13,40838,458,Cellulose,Boiler,Evaporative,2342043.5
88,40,2692,471,Fiberglass,Heat Pump,Window Units,220357.66
43,43,95416,357,Fiberglass,Heat Pump,Heat Pump,3440338.73
20,35,89431,440,Spray Foam,Heat Pump,Evaporative,4304484.27
52,15,17319,477,Spray Foam,Heat Pump,Central AC,687321.92
59,44,47510,336,Polyurethane,Forced Air,Evaporative,3624813.56
75,31,1002,449,Polyurethane,Boiler,None,43164.56
90,19,15611,362,Cellulose,Heat Pump,Central AC,722747.02
48,35,79219,486,Mineral Wool,Geothermal,Evaporative,5094801.07
79,45,13179,276,Cellulose,Radiant,Central AC,970467.18
34,13,4520,471,Spray Foam,Geothermal,Evaporative,197180.36
18,16,1541,405,Fiberglass,Forced Air,Central AC,90203.09
69,24,32275,176,Fiberglass,Heat Pump,Evaporative,686595.66
68,26,73159,491,Spray Foam,Forced Air,Window Units,5550674.05
33,42,24734,94,Fiberglass,Geothermal,Central AC,180026.91
83,8,47283,176,Spray Foam,Radiant,Window Units,1465759.59
89,39,90659,221,Polyurethane,Radiant,None,4850370.91
17,15,31020,145,Fiberglass,Forced Air,Central AC,1517243.23
9,49,88834,13,Polyurethane,Boiler,Heat Pump,4731633.77
30,34,45256,308,Cellulose,Geothermal,Central AC,2807187.48
61,22,76278,131,Cellulose,Forced Air,Window Units,4061313.62
40,50,30865,404,Fiberglass,Radiant,Central AC,1260940.61
64,9,61345,479,Polyurethane,Heat Pump,Heat Pump,2809933.35
45,36,60724,337,Cellulose,Boiler,Central AC,1424084.23
33,41,77996,442,Mineral Wool,Geothermal,None,3870630.67
82,44,31359,397,Spray Foam,Heat Pump,Evaporative,1563046.51
89,48,44283,216,Polyurethane,Boiler,Window Units,913007.81
92,21,99723,183,Polyurethane,Geothermal,None,3962237.36
23,46,50431,300,Cellulose,Boiler,Heat Pump,1158144.76
14,3,9829,12,Fiberglass,Boiler,Evaporative,224701.25
28,2,23844,86,Polyurethane,Radiant,Evaporative,692028.4
56,46,27261,179,Fiberglass,Heat Pump,Evaporative,954900.34
32,10,96551,168,Cellulose,Radiant,Window Units,1867333.17
21,39,33639,265,Mineral Wool,Forced Air,Evaporative,404683.34
91,17,20845,266,Mineral Wool,Radiant,Window Units,246179.38
30,31,44194,425,Cellulose,Forced Air,Evaporative,1585778.19
32,43,50127,413,Polyurethane,Forced Air,Evaporative,3132873.62
8,20,64271,80,Cellulose,Geothermal,None,2519618.28
89,50,13603,264,Polyurethane,Geothermal,Evaporative,763584.1
60,41,98779,442,Mineral Wool,Heat Pump,Heat Pump,6588509.47
87,16,8190,84,Spray Foam,Boiler,Central AC,654416.98
71,39,27186,52,Spray Foam,Heat Pump,Central AC,677289.99
31,3,1320,226,Mineral Wool,Radiant,Evaporative,10098.71
65,18,90773,16,Mineral Wool,Boiler,Evaporative,6107515.52
78,42,1915,211,Cellulose,Geothermal,Heat Pump,161315.01
33,24,54374,360,Spray Foam,Forced Air,Window Units,1472213.73
40,13,41612,479,Spray Foam,Forced Air,Heat Pump,2456936.14
17,41,66733,259,Polyurethane,Radiant,Evaporative,2213660.19
21,34,12390,270,Polyurethane,Boiler,None,250250.31
24,49,26844,267,Mineral Wool,Forced Air,None,813121.54
72,9,3828,281,Spray Foam,Radiant,Evaporative,126054.05
87,36,41484,185,Cellulose,Boiler,Evaporative,789624.33
68,48,2159,381,Spray Foam,Radiant,Heat Pump,82013.97
96,31,74278,35,Spray Foam,Forced Air,Window Units,2073822.67
95,10,63060,438,Spray Foam,Forced Air,Evaporative,4228879.54
71,29,13432,373,Cellulose,Boiler,Heat Pump,854429.6
96,14,79535,204,Cellulose,Radiant,Central AC,6009676.37
3,47,76182,420,Mineral Wool,Radiant,Window Units,2106810.03
29,37,20324,274,Spray Foam,Heat Pump,Evaporative,501126.89
68,22,90662,165,Fiberglass,Geothermal,Heat Pump,2328962.44
36,5,16375,192,Fiberglass,Geothermal,Central AC,697408.03
42,44,65454,242,Fiberglass,Boiler,Window Units,2244499.25
56,2,95311,60,Mineral Wool,Heat Pump,Evaporative,4586711.99
11,2,21244,432,Cellulose,Radiant,Evaporative,784004.17
11,29,65730,317,Mineral Wool,Boiler,Central AC,3528398.78
54,24,94019,334,Polyurethane,Geothermal,Central AC,6304614.45
83,9,72922,69,Fiberglass,Boiler,Window Units,2708746.34
21,28,56797,428,Mineral Wool,Radiant,Central AC,2852720.26
29,49,48628,355,Fiberglass,Heat Pump,None,2489844.31
91,18,7003,405,Polyurethane,Forced Air,Evaporative,330478.4
59,33,78289,223,Polyurethane,Radiant,Central AC,5854533.09
16,22,42105,330,Mineral Wool,Heat Pump,Central AC,2204316.19
88,22,79499,247,Cellulose,Heat Pump,None,3068810.91
24,39,22533,391,Cellulose,Boiler,Evaporative,1278890.66
95,31,75984,132,Polyurethane,Geothermal,Window Units,2539417.7
3,5,15980,467,Spray Foam,Radiant,None,158392.1
53,39,84683,128,Fiberglass,Radiant,Heat Pump,4070668.13
98,21,58161,73,Mineral Wool,Boiler,Central AC,3275914.41
60,27,77703,177,Mineral Wool,Geothermal,Heat Pump,1786032.25
40,11,53805,497,Polyurethane,Radiant,Heat Pump,2172501.55
42,30,55304,353,Mineral Wool,Boiler,None,2824920.17
49,1,89887,422,Polyurethane,Boiler,Window Units,5033953.37
28,29,30834,342,Spray Foam,Geothermal,Evaporative,1625311.42
57,48,31708,317,Fiberglass,Forced Air,Evaporative,1747319.88
10,48,37903,41,Spray Foam,Radiant,Central AC,1613476.11
79,7,50494,344,Cellulose,Heat Pump,None,955307.83
13,31,20156,194,Polyurethane,Geothermal,Heat Pump,580583.91
17,24,85129,103,Spray Foam,Radiant,Heat Pump,3037111.2
66,9,94586,14,Mineral Wool,Radiant,Heat Pump,5204687.36
37,4,78646,116,Polyurethane,Heat Pump,Heat Pump,1537010.63
20,4,38667,277,Cellulose,Radiant,Window Units,411944.61
23,36,37850,123,Spray Foam,Geothermal,Evaporative,731119.42
2,40,57489,436,Cellulose,Heat Pump,Window Units,2400026.29
8,40,95334,303,Mineral Wool,Boiler,Central AC,2091778.2
82,49,99367,458,Polyurethane,Heat Pump,Evaporative,6569668.37
49,33,81835,206,Spray Foam,Heat Pump,None,5010090.19
73,25,90622,302,Spray Foam,Forced Air,Central AC,7490393.07
94,39,99304,455,Spray Foam,Forced Air,None,1490075.45
51,42,49424,70,Cellulose,Radiant,Heat Pump,1361028.22
22,29,45301,18,Polyurethane,Boiler,Window Units,2500958.69
96,12,57682,292,Spray Foam,Heat Pump,Evaporative,4074011.37
96,14,67870,374,Spray Foam,Radiant,Window Units,4068677.63
5,37,25381,198,Mineral Wool,Forced Air,Evaporative,645481.4
37,30,31797,186,Fiberglass,Heat Pump,Central AC,1323174.86
1,25,65699,123,Cellulose,Radiant,Heat Pump,2494180.13
55,9,13845,379,Fiberglass,Radiant,Evaporative,543529.87
70,8,27641,201,Spray Foam,Geothermal,Central AC,1580331.29
61,15,88283,439,Spray Foam,Heat Pump,Evaporative,3898014.02
48,11,31583,56,Polyurethane,Heat Pump,Window Units,2244881.1
11,39,84967,173,Mineral Wool,Forced Air,Evaporative,2040038.58
9,48,11207,376,Spray Foam,Geothermal,Heat Pump,585502.66
47,12,54670,336,Fiberglass,Heat Pump,Evaporative,1114895.33
57,10,80458,281,Mineral Wool,Boiler,None,4053811.07
17,15,25722,36,Spray Foam,Geothermal,Evaporative,1219945.64
34,38,40628,303,Mineral Wool,Geothermal,Central AC,2355149.12
11,22,25707,434,Fiberglass,Forced Air,None,883179.73
67,21,27343,301,Fiberglass,Boiler,Central AC,1706209.92
19,48,14446,123,Spray Foam,Geothermal,Central AC,112533.19
58,3,94267,496,Polyurethane,Heat Pump,Window Units,4878413.51
10,46,90082,421,Spray Foam,Forced Air,Window Units,1796237.2
65,24,32778,471,Cellulose,Heat Pump,None,2272652.87
37,20,65896,49,Cellulose,Geothermal,Central AC,2335704.67
56,1,70818,27,Polyurethane,Forced Air,Evaporative,643427.9
98,29,93277,177,Mineral Wool,Boiler,Heat Pump,3206773.65
44,12,75212,282,Cellulose,Forced Air,Window Units,3727397.44
60,40,78751,268,Polyurethane,Heat Pump,Window Units,3449353.44
67,17,75046,22,Polyurethane,Radiant,Heat Pump,6098440.85
21,41,87538,280,Cellulose,Radiant,Central AC,1196949.98
68,7,96896,364,Mineral Wool,Geothermal,Window Units,4991399.86
12,49,48010,73,Mineral Wool,Boiler,Heat Pump,2316406.1
43,7,93121,128,Spray Foam,Forced Air,Window Units,5820636.0
96,12,35153,194,Fiberglass,Forced Air,Central AC,2797916.41
21,49,12922,409,Mineral Wool,Heat Pump,Evaporative,182526.13
79,38,34546,105,Mineral Wool,Boiler,Heat Pump,2729771.38
52,24,47555,432,Fiberglass,Heat Pump,Central AC,397510.85
68,15,23584,422,Spray Foam,Heat Pump,None,1453432.31
84,50,59100,321,Fiberglass,Forced Air,Evaporative,2122623.75
45,10,36955,360,Spray Foam,Boiler,None,496341.12
92,21,69566,235,Mineral Wool,Heat Pump,Central AC,3185126.47
2,6,88048,476,Mineral Wool,Heat Pump,Evaporative,3868458.4
73,11,86511,18,Spray Foam,Boiler,Evaporative,4399467.25
78,48,26888,114,Mineral Wool,Radiant,Evaporative,1961668.88
23,24,81373,430,Cellulose,Radiant,Evaporative,1526061.22
17,44,60201,403,Polyurethane,Forced Air,Central AC,3396021.59
18,46,36711,342,Cellulose,Forced Air,Central AC,1285448.75
23,10,87922,196,Polyurethane,Heat Pump,Window Units,1681764.14
29,13,44939,38,Cellulose,Boiler,Heat Pump,334675.82
55,39,53409,416,Mineral Wool,Boiler,Evaporative,2076371.69
25,31,52028,96,Cellulose,Boiler,Window Units,1124107.46
27,33,89503,137,Mineral Wool,Boiler,None,2539287.36
93,41,28024,221,Cellulose,Geothermal,Window Units,1562699.37
69,18,13630,63,Spray Foam,Forced Air,Central AC,489627.95
78,18,36886,357,Fiberglass,Forced Air,Evaporative,600040.4
8,15,27302,94,Cellulose,Geothermal,Central AC,1222828.31
99,21,62573,106,Spray Foam,Radiant,None,4741445.15
76,25,50220,110,Polyurethane,Boiler,Window Units,916006.48
48,39,73131,499,Cellulose,Forced Air,Window Units,5361042.23
49,21,80599,193,Fiberglass,Radiant,Heat Pump,3714691.3
25,1,98547,162,Mineral Wool,Boiler,Evaporative,976793.5
56,5,28411,203,Mineral Wool,Radiant,None,1403629.58
10,2,27297,57,Polyurethane,Heat Pump,Evaporative,179172.12
78,36,26196,409,Mineral Wool,Forced Air,None,1936897.44
97,4,50027,272,Cellulose,Forced Air,Heat Pump,4263445.49
90,28,83927,199,Cellulose,Radiant,Evaporative,1561746.75
97,41,61820,305,Mineral Wool,Heat Pump,Evaporative,1722880.87
81,10,66084,18,Cellulose,Heat Pump,None,5808581.2
39,6,94640,264,Mineral Wool,Boiler,Central AC,2622298.41
20,18,55617,178,Cellulose,Forced Air,Window Units,2075789.92
47,5,74904,113,Spray Foam,Geothermal,Window Units,3301440.95
49,23,7227,114,Mineral Wool,Geothermal,Central AC,461862.49
76,47,24640,413,Cellulose,Boiler,Central AC,1593438.08
82,44,74729,377,Mineral Wool,Geothermal,Evaporative,5462434.63
16,26,34988,311,Polyurethane,Geothermal,Window Units,1055006.87
26,29,33686,280,Cellulose,Radiant,Evaporative,2105012.44
70,29,55409,498,Spray Foam,Forced Air,Evaporative,3471908.58
72,32,86486,408,Spray Foam,Radiant,Heat Pump,4954629.83
38,8,60718,310,Polyurethane,Boiler,Window Units,1452216.7
65,15,35421,54,Mineral Wool,Heat Pump,Window Units,1547294.07
26,26,94048,44,Fiberglass,Boiler,Window Units,2186417.41
10,42,54296,170,Cellulose,Radiant,Evaporative,944682.32
99,16,34135,285,Mineral Wool,Heat Pump,Window Units,2337223.74
97,12,77175,370,Cellulose,Radiant,Evaporative,4450109.97
81,33,16555,331,Spray Foam,Forced Air,Evaporative,173227.74
83,47,14731,69,Polyurethane,Boiler,None,848657.67
15,48,82864,369,Spray Foam,Radiant,Window Units,3743484.67
52,39,15833,113,Mineral Wool,Boiler,None,1170574.65
30,26,50719,239,Polyurethane,Forced Air,Heat Pump,3138526.98
41,11,79835,322,Cellulose,Boiler,None,4287341.36
48,21,95712,350,Cellulose,Radiant,Window Units,4465673.02
36,45,80807,59,Cellulose,Radiant,Evaporative,5291648.96
27,35,78232,318,Spray Foam,Geothermal,None,4199433.54
64,19,4233,492,Polyurethane,Heat Pump,Central AC,68423.27
97,18,85384,92,Polyurethane,Geothermal,Evaporative,4715309.85
19,15,30120,65,Spray Foam,Heat Pump,Central AC,1109474.7
27,6,46681,263,Spray Foam,Heat Pump,Window Units,1055306.35
98,49,17624,170,Spray Foam,Heat Pump,Window Units,1359121.41
49,23,19837,167,Polyurethane,Geothermal,Evaporative,1359360.0
8,21,77444,494,Polyurethane,Geothermal,Window Units,2647260.34
23,39,82973,140,Mineral Wool,Boiler,Evaporative,3838291.25
16,20,25815,138,Cellulose,Boiler,None,899403.46
4,10,91507,371,Cellulose,Boiler,Evaporative,3272563.53
15,43,95395,42,Fiberglass,Radiant,Window Units,4909772.79
1,4,11815,393,Cellulose,Radiant,Evaporative,429444.22
36,49,79597,127,Fiberglass,Heat Pump,Central AC,4484354.33
14,7,49353,195,Cellulose,Forced Air,None,1747366.37
68,15,76053,78,Cellulose,Radiant,Heat Pump,3483706.64
83,45,43823,12,Fiberglass,Forced Air,Window Units,1114236.62
14,14,70947,298,Spray Foam,Forced Air,Evaporative,2454490.81
52,28,40439,463,Fiberglass,Boiler,None,1545059.01
38,40,59086,252,Cellulose,Radiant,Central AC,1071405.23
90,27,87931,39,Fiberglass,Heat Pump,Window Units,8150866.69
89,26,10272,101,Polyurethane,Heat Pump,Central AC,710114.38
40,27,49682,263,Fiberglass,Forced Air,None,2371450.16
79,27,50686,449,Polyurethane,Forced Air,None,2371258.56
35,29,27642,297,Cellulose,Heat Pump,Heat Pump,1433451.44
57,25,93722,293,Polyurethane,Heat Pump,None,3723433.13
93,7,59432,59,Cellulose,Heat Pump,Window Units,1287774.14
76,26,56356,468,Polyurethane,Heat Pump,None,1560940.36
62,32,79098,237,Fiberglass,Boiler,None,2419230.75
6,18,75923,346,Cellulose,Geothermal,Heat Pump,1736171.38
94,38,4540,156,Spray Foam,Radiant,Window Units,66636.82
44,22,33199,69,Mineral Wool,Geothermal,Central AC,1552370.73
65,44,84993,40,Fiberglass,Geothermal,Heat Pump,3756848.53
29,40,73279,260,Spray Foam,Forced Air,Heat Pump,3757658.62
35,47,17306,21,Cellulose,Heat Pump,Heat Pump,706237.76
18,44,39230,385,Mineral Wool,Boiler,Heat Pump,501219.66
74,40,26820,48,Fiberglass,Boiler,None,1636293.24
99,44,46458,320,Fiberglass,Heat Pump,Evaporative,3983017.95
67,35,83810,477,Polyurethane,Heat Pump,Central AC,3745880.11
10,18,38823,334,Cellulose,Heat Pump,Heat Pump,1768367.87
55,1,4778,202,Polyurethane,Boiler,Evaporative,119147.01
94,50,85841,147,Spray Foam,Boiler,Window Units,4812539.19
32,38,6073,345,Cellulose,Forced Air,Window Units,314687.78
7,31,75400,428,Spray Foam,Radiant,Central AC,2991425.15
29,8,11889,371,Fiberglass,Boiler,None,92832.21
21,16,23342,175,Polyurethane,Geothermal,Evaporative,524336.41
69,47,72078,235,Fiberglass,Boiler,None,3980461.01
51,20,46797,438,Polyurethane,Radiant,Heat Pump,754745.57
30,24,27597,236,Mineral Wool,Boiler,Heat Pump,1396709.24
5,5,85334,211,Fiberglass,Boiler,Heat Pump,4310043.71
89,48,79496,338,Polyurethane,Forced Air,None,4152174.46
20,19,74311,205,Fiberglass,Boiler,Heat Pump,2710482.39
72,27,13700,355,Fiberglass,Forced Air,Central AC,303907.05
7,47,27433,368,Polyurethane,Geothermal,Heat Pump,463166.55
97,50,4112,485,Polyurethane,Boiler,None,171456.18
4,50,62314,417,Spray Foam,Heat Pump,Evaporative,2871435.66
63,48,65015,166,Mineral Wool,Radiant,Heat Pump,3158541.17
54,42,39871,500,Fiberglass,Heat Pump,Central AC,1953500.24
56,33,97907,330,Spray Foam,Radiant,Window Units,6576787.69
38,5,96071,176,Polyurethane,Geothermal,None,6344157.09
100,4,10386,222,Spray Foam,Boiler,Heat Pump,269157.72
63,6,39218,180,Fiberglass,Heat Pump,Evaporative,1803817.29
25,7,47956,441,Spray Foam,Boiler,Window Units,1158389.89
82,21,20511,481,Cellulose,Boiler,Heat Pump,659856.38
71,25,32122,443,Polyurethane,Radiant,Evaporative,793319.87
58,11,74368,34,Cellulose,Boiler,Window Units,4654820.48
17,22,47399,493,Fiberglass,Heat Pump,None,2064881.26
57,5,85572,245,Spray Foam,Geothermal,Window Units,6408645.72
68,16,72554,109,Spray Foam,Forced Air,Central AC,5837563.77
98,31,25230,164,Spray Foam,Geothermal,None,2341171.12
45,15,63480,53,Spray Foam,Boiler,Window Units,2710151.9
50,30,86645,303,Cellulose,Radiant,None,1192831.84
9,8,37174,70,Polyurethane,Heat Pump,Heat Pump,674164.11
71,19,5123,472,Mineral Wool,Radiant,Heat Pump,69838.84
4,4,25794,185,Spray Foam,Heat Pump,None,710505.61
3,44,4226,190,Mineral Wool,Heat Pump,Window Units,57976.31
70,18,19718,472,Fiberglass,Boiler,Evaporative,842396.11
28,9,58597,61,Polyurethane,Forced Air,None,848958.96
23,7,76562,446,Mineral Wool,Heat Pump,Central AC,1269487.88
59,3,58755,113,Polyurethane,Forced Air,Central AC,1198187.55
43,35,84282,223,Polyurethane,Forced Air,Window Units,4760550.0
24,2,68522,12,Cellulose,Heat Pump,Heat Pump,3909484.08
90,28,77791,272,Fiberglass,Boiler,Evaporative,5641520.28
91,41,4237,421,Spray Foam,Forced Air,Window Units,306536.96
43,44,66821,382,Cellulose,Boiler,None,4741452.42
10,38,42292,105,Mineral Wool,Radiant,Evaporative,1282476.83
89,6,86412,352,Fiberglass,Heat Pump,Heat Pump,5937124.69
23,34,57181,384,Mineral Wool,Heat Pump,Heat Pump,2094877.4
62,31,33693,211,Cellulose,Geothermal,None,1889413.66
38,35,27825,413,Cellulose,Geothermal,Window Units,518181.91
94,24,11621,181,Cellulose,Radiant,Window Units,831005.82
64,23,58597,219,Polyurethane,Forced Air,None,1764144.68
8,26,81969,121,Spray Foam,Geothermal,Central AC,1533054.37
81,12,73695,17,Mineral Wool,Forced Air,Evaporative,1120988.01
76,10,57674,178,Spray Foam,Radiant,Heat Pump,1619495.92
7,9,4867,399,Cellulose,Boiler,Central AC,148925.3
73,7,11669,22,Spray Foam,Boiler,Evaporative,389592.34
32,8,27072,356,Spray Foam,Heat Pump,Central AC,379535.56
28,37,17275,149,Spray Foam,Heat Pump,None,647588.87
57,12,89541,318,Mineral Wool,Heat Pump,Heat Pump,5196958.15
41,7,86431,369,Spray Foam,Radiant,Window Units,1084129.73
84,4,2979,152,Spray Foam,Boiler,Heat Pump,57601.28
47,28,99869,50,Polyurethane,Boiler,Evaporative,5978901.73
55,44,77616,64,Spray Foam,Boiler,Central AC,5732309.67
97,48,39071,150,Fiberglass,Heat Pump,Window Units,2499168.01
34,5,72845,213,Cellulose,Boiler,Evaporative,1103530.95
5,29,54192,262,Fiberglass,Radiant,Central AC,1151824.52
32,18,21207,313,Fiberglass,Heat Pump,None,608101.89
15,20,32396,35,Mineral Wool,Radiant,None,954297.1
99,21,21471,323,Fiberglass,Geothermal,None,407450.14
54,14,66717,478,Mineral Wool,Heat Pump,Window Units,4094762.36
9,19,40954,486,Cellulose,Heat Pump,None,1269167.26
3,5,50711,442,Mineral Wool,Forced Air,Heat Pump,2546632.21
21,29,31107,302,Spray Foam,Radiant,None,1768700.21
32,36,99500,213,Fiberglass,Boiler,Window Units,3446336.88
96,13,72391,100,Spray Foam,Geothermal,Central AC,4770251.57
6,37,3520,180,Fiberglass,Radiant,Evaporative,118136.02
44,7,41855,349,Mineral Wool,Radiant,Window Units,2931921.56
47,36,78780,420,Cellulose,Heat Pump,Central AC,1441040.1
48,11,91997,302,Mineral Wool,Geothermal,None,3724159.9
50,31,69546,248,Mineral Wool,Radiant,None,3969919.81
5,13,89352,169,Spray Foam,Boiler,Window Units,763465.89
88,25,62687,286,Cellulose,Radiant,None,5342305.78
9,35,19599,239,Mineral Wool,Heat Pump,None,868885.27
39,25,93166,138,Fiberglass,Forced Air,Central AC,4290526.87
80,33,5502,42,Cellulose,Boiler,None,357162.48
9,39,89791,142,Spray Foam,Geothermal,Window Units,1043284.05
72,8,74118,267,Mineral Wool,Heat Pump,Central AC,2399770.14
32,4,72442,294,Cellulose,Heat Pump,Heat Pump,2553694.78
4,18,48948,322,Polyurethane,Radiant,Central AC,1688994.54
26,1,54937,385,Fiberglass,Geothermal,Evaporative,2145274.85
88,26,21310,397,Fiberglass,Forced Air,Central AC,279909.99
21,16,39059,136,Spray Foam,Geothermal,Heat Pump,2256051.04
76,40,48174,170,Spray Foam,Geothermal,Window Units,1061251.71
75,47,16966,466,Fiberglass,Geothermal,Heat Pump,1191601.24
2,40,17821,94,Mineral Wool,Forced Air,Central AC,303410.04
99,13,48116,304,Mineral Wool,Heat Pump,Window Units,3140264.59
25,10,69394,231,Fiberglass,Forced Air,Window Units,1723930.35
56,39,99991,177,Fiberglass,Geothermal,Evaporative,3524028.01
90,15,76238,19,Spray Foam,Boiler,Window Units,6000010.11
22,4,56743,33,Polyurethane,Radiant,Heat Pump,1044892.66
61,13,44571,340,Mineral Wool,Boiler,Evaporative,1863352.78
81,24,86896,116,Fiberglass,Forced Air,Heat Pump,2973200.38
6,34,31187,215,Polyurethane,Boiler,None,1177047.04
100,28,71744,176,Polyurethane,Boiler,None,5017361.07
40,25,69696,161,Cellulose,Forced Air,Evaporative,3568963.84
48,36,29135,27,Fiberglass,Forced Air,Central AC,1482059.43
57,41,9684,85,Mineral Wool,Geothermal,None,715141.7
98,9,46132,267,Spray Foam,Radiant,Heat Pump,3345881.11
57,28,66903,210,Mineral Wool,Boiler,Window Units,1338423.59
90,1,26704,290,Fiberglass,Geothermal,None,2259430.05
45,21,11507,47,Cellulose,Forced Air,Heat Pump,704674.4
49,1,53352,427,Mineral Wool,Heat Pump,Heat Pump,460407.89
27,6,72902,109,Spray Foam,Geothermal,Central AC,3650404.48
25,17,9353,296,Cellulose,Geothermal,Evaporative,270956.93
80,16,24256,148,Mineral Wool,Heat Pump,Window Units,726256.7
76,3,14932,257,Fiberglass,Radiant,Heat Pump,457133.7
13,1,3622,469,Fiberglass,Geothermal,Heat Pump,133761.76
2,16,63414,17,Cellulose,Geothermal,None,436624.68
15,1,95507,359,Fiberglass,Geothermal,Central AC,4674006.43
82,46,60035,369,Mineral Wool,Heat Pump,Evaporative,3657715.38
20,16,92941,248,Cellulose,Geothermal,None,1061320.47
85,42,52055,198,Fiberglass,Boiler,Central AC,2110649.0
55,36,74404,30,Mineral Wool,Geothermal,Heat Pump,3968533.5
89,48,54653,342,Polyurethane,Geothermal,Window Units,4624180.13
41,31,63050,21,Fiberglass,Geothermal,Evaporative,4427601.21
98,26,43666,207,Polyurethane,Geothermal,Window Units,1784230.51
80,25,21989,31,Cellulose,Radiant,None,1457247.51
73,11,12254,267,Mineral Wool,Heat Pump,Evaporative,602754.91
77,36,3269,208,Spray Foam,Geothermal,Window Units,196899.31
22,22,89993,89,Polyurethane,Forced Air,Central AC,1850393.28
49,32,43142,331,Fiberglass,Heat Pump,Window Units,649864.29
11,7,86650,361,Spray Foam,Forced Air,None,3064867.42
55,22,3224,401,Polyurethane,Heat Pump,Heat Pump,222392.64
60,12,11014,185,Mineral Wool,Forced Air,Window Units,375831.13
50,36,8706,93,Polyurethane,Radiant,Heat Pump,345164.39
18,41,26874,136,Cellulose,Heat Pump,None,1072728.05
1,5,90598,315,Fiberglass,Boiler,None,1279621.74
59,10,49651,193,Cellulose,Geothermal,Heat Pump,3411589.51
94,18,52954,47,Mineral Wool,Radiant,Evaporative,2710802.25
63,11,41135,401,Spray Foam,Heat Pump,None,2963988.81
24,16,62254,417,Cellulose,Geothermal,Evaporative,3835496.08
18,36,74635,305,Spray Foam,Forced Air,Central AC,2830583.83
25,16,61839,294,Polyurethane,Radiant,None,1730256.83
43,44,91335,278,Fiberglass,Boiler,None,6476838.51
60,12,34681,482,Mineral Wool,Geothermal,Heat Pump,677869.13
94,4,28833,308,Spray Foam,Heat Pump,Heat Pump,1495687.35
87,43,19347,294,Fiberglass,Heat Pump,Central AC,1345569.19
28,47,72365,274,Fiberglass,Heat Pump,Heat Pump,2901876.83
9,4,90184,395,Polyurethane,Boiler,Window Units,1793459.47
72,34,33120,418,Cellulose,Heat Pump,Evaporative,1751691.27
23,23,63988,147,Mineral Wool,Geothermal,Evaporative,2414219.17
78,11,2998,321,Polyurethane,Forced Air,Heat Pump,78151.11
38,13,37894,264,Polyurethane,Geothermal,Window Units,2032695.06
6,27,98365,394,Fiberglass,Geothermal,None,2739037.37
90,39,97289,123,Spray Foam,Geothermal,Central AC,3295910.53
45,19,28986,219,Spray Foam,Forced Air,Window Units,381075.77
87,50,3288,438,Fiberglass,Geothermal,Evaporative,160156.39
23,20,66092,221,Polyurethane,Heat Pump,Central AC,1338388.59
37,41,30388,252,Polyurethane,Geothermal,Evaporative,918197.81
50,41,97404,311,Fiberglass,Forced Air,Evaporative,2618207.4
91,25,60318,144,Polyurethane,Heat Pump,Central AC,5035782.76
90,19,73023,426,Spray Foam,Boiler,Heat Pump,4452289.95
18,16,37553,313,Polyurethane,Heat Pump,Evaporative,1121412.33
26,16,8450,232,Fiberglass,Heat Pump,Evaporative,426246.94
63,48,2905,408,Fiberglass,Geothermal,Central AC,148497.15
82,33,85122,372,Mineral Wool,Radiant,None,4245061.39
52,41,28536,377,Polyurethane,Radiant,Evaporative,333692.38
71,1,10969,395,Cellulose,Geothermal,Central AC,779749.05
2,16,28266,409,Mineral Wool,Forced Air,Window Units,446644.19
70,45,47224,234,Mineral Wool,Boiler,Evaporative,2472204.76
84,8,37737,12,Spray Foam,Heat Pump,Central AC,1499646.4
1,11,21867,347,Cellulose,Radiant,None,402668.39
25,18,63225,46,Mineral Wool,Geothermal,None,1574287.46
